State, Community Name,Population,AgePct16t24,NumbUrban,NumUnderPov,PctNotHSGrad,PctUnemployed,PctWorkMom,perCapInc,ViolentCrimesPerPop
34,Cinnaminson Township,0.01,0.3,0.02,0,0.23,0.22,0.53,0.49,0.1
6,South El Monte City,0.02,0.55,0.03,0.04,1,0.79,0.11,0.1,0.63
24,Westminster City,0,0.57,0,0.01,0.42,0.19,0.67,0.31,0.2
48,Brownwood City,0.01,0.41,0,0.04,0.62,0.64,0.34,0.14,0.29
36,Beacon City,0.01,0.27,0.02,0.01,0.51,0.46,0.49,0.29,0.27
48,South Houston City,0.01,0.38,0.02,0.03,0.93,0.54,0.08,0.11,0.13
6,Suisun City,0.02,0.27,0.04,0.02,0.29,0.47,0.43,0.25,0.16
6,Santa Barbara City,0.12,0.38,0.14,0.1,0.35,0.26,0.53,0.47,0.32
6,Fountain Valley City,0.07,0.41,0.08,0.02,0.17,0.21,0.51,0.53,0.11
6,Thousand Oaks City,0.15,0.32,0.17,0.04,0.15,0.2,0.45,0.64,0.13
6,ElCentro City,0.03,0.34,0,0.06,0.72,0.98,0.14,0.16,0.29
55,Cudahy City,0.01,0.28,0.03,0.01,0.39,0.28,0.76,0.27,0.09
34,Mount Olive Township,0.02,0.35,0.03,0,0.17,0.18,0.54,0.5,0.08
29,Grandview City,0.02,0.38,0.04,0.01,0.23,0.28,0.84,0.31,0.17
29,Hazelwood City,0.01,0.3,0.02,0.01,0.29,0.21,0.74,0.37,0.17
34,Readington Township,0.01,0.27,0,0,0.2,0.11,0.4,0.67,0.02
34,Garfield City,0.03,0.27,0.04,0.02,0.7,0.39,0.43,0.34,0.12
34,Warren Township,0,0.23,0.01,0,0.15,0.22,0.38,0.91,0.04
42,East Norriton Township,0.01,0.23,0.02,0,0.26,0.06,0.55,0.48,0.03
29,Bellefontaine Neighbors  City,0,0.12,0.02,0,0.59,0.29,0.7,0.31,0.14
19,Newton City,0.01,0.22,0,0.01,0.35,0.21,0.8,0.3,0.04
34,Berkeley Township,0.04,0.03,0.05,0.01,0.68,0.47,0.68,0.3,0.04
33,Berlin City,0,0.24,0,0.01,0.62,0.58,0.57,0.24,0.06
35,Alamogordo City,0.03,0.31,0,0.03,0.3,0.49,0.45,0.21,0.2
36,Cortland City,0.02,0.96,0,0.03,0.43,0.39,0.59,0.17,0.08
54,Charleston City,0.08,0.22,0.09,0.1,0.39,0.47,0.35,0.37,0.56
6,Tustin City,0.07,0.47,0.08,0.03,0.22,0.25,0.68,0.45,0.14
47,Smyrna Town,0.01,0.32,0,0.01,0.51,0.29,0.65,0.23,0.12
4,Apache Junction City,0.01,0.15,0.03,0.03,0.52,0.43,0.66,0.16,0.16
6,Novato City,0.06,0.24,0.08,0.02,0.12,0.12,0.57,0.56,0.16
13,Lawrenceville City,0.01,0.29,0.03,0.01,0.42,0.23,0.65,0.32,0.15
6,Westminster City,0.11,0.4,0.12,0.08,0.42,0.34,0.43,0.36,0.2
41,Ashland City,0.01,0.54,0,0.02,0.15,0.38,0.79,0.26,0.06
34,Hopewell Township,0,0.23,0,0,0.17,0.06,0.49,0.84,0.18
18,Fort Wayne City,0.26,0.34,0.27,0.18,0.39,0.38,0.73,0.26,0.23
25,Oxford Town,0,0.28,0.01,0,0.44,0.42,0.67,0.31,0.18
6,Santa Clarita City,0.16,0.31,0.17,0.04,0.19,0.17,0.51,0.55,0.26
6,Camarillo City,0.07,0.22,0.08,0.02,0.19,0.18,0.5,0.51,0.11
39,Conneaut City,0.01,0.28,0,0.02,0.47,0.75,0.36,0.17,0.04
6,San Diego City,1,0.46,1,1,0.29,0.34,0.36,0.39,0.48
34,Hazlet Township,0.02,0.3,0.03,0,0.35,0.3,0.5,0.42,0.03
37,Concord City,0.03,0.34,0.04,0.03,0.59,0.22,0.73,0.28,0.3
5,Little Rock City,0.27,0.32,0.28,0.23,0.3,0.31,0.72,0.35,1
5,Jacksonville City,0.03,0.45,0.05,0.03,0.28,0.38,0.6,0.18,0.34
45,Goose Creek City,0.02,0.25,0.04,0.02,0.2,0.12,0.19,0.16,0.1
38,Williston City,0.01,0.23,0,0.02,0.4,0.35,0.64,0.22,0.02
39,Cleveland Heights City,0.07,0.3,0.09,0.04,0.18,0.27,0.68,0.45,0.02
6,Santa Maria City,0.08,0.36,0.1,0.09,0.6,0.5,0.42,0.24,0.32
36,Poughkeepsie City,0.03,0.31,0.05,0.04,0.55,0.44,0.49,0.34,0.45
36,MountVernon City,0.09,0.29,0.11,0.07,0.51,0.47,0.57,0.37,0.6
18,Indianapolis City,1,0.31,1,0.83,0.4,0.33,0.65,0.32,0.69
6,Redwood City,0.09,0.28,0.1,0.05,0.31,0.19,0.65,0.52,0.3
25,Westford Town,0.01,0.26,0.01,0,0.14,0.32,0.58,0.58,0.04
34,Red Bank borough,0,0.19,0.02,0.01,0.41,0.37,0.49,0.48,0.19
6,San Francisco City,1,0.28,1,0.82,0.37,0.38,0.52,0.5,0.75
45,Cayce City,0,0.3,0.02,0.01,0.46,0.28,0.77,0.3,0.53
1,Decatur City,0.06,0.27,0.08,0.05,0.45,0.34,0.44,0.32,0.22
6,Redlands City,0.08,0.33,0.1,0.05,0.25,0.27,0.42,0.44,0.3
39,Englewood City,0,0.27,0.02,0,0.26,0.14,0.63,0.37,0.04
37,Tarboro Town,0,0.23,0,0.01,0.62,0.24,0.87,0.24,0.52
53,Kirkland City,0.05,0.31,0.06,0.02,0.11,0.17,0.6,0.55,0.09
25,Arlington Town,0.06,0.22,0.07,0.02,0.18,0.25,0.56,0.56,0.08
47,Maryville City,0.01,0.31,0.03,0.02,0.49,0.4,0.39,0.28,0.25
9,Bethel Town,0.01,0.25,0.02,0,0.21,0.3,0.48,0.53,0.04
34,Rahway City,0.02,0.24,0.04,0.01,0.39,0.31,0.51,0.42,0.16
25,Taunton City,0.06,0.31,0.08,0.04,0.58,0.58,0.67,0.29,0.28
9,Hamden Town,0.07,0.3,0.08,0.02,0.24,0.2,0.68,0.49,0.07
42,Spring Garden Township,0,0.49,0.02,0,0.26,0.12,0.83,0.57,0.03
13,Forest Park City,0.01,0.32,0.03,0.02,0.62,0.39,0.59,0.23,0.56
39,Maumee City,0.01,0.26,0.02,0,0.16,0.26,0.72,0.38,0.14
1,Alexander City,0.01,0.31,0,0.02,0.7,0.27,0.82,0.22,0.14
9,Southington  Town,0.05,0.29,0.05,0.01,0.35,0.2,0.76,0.51,0.02
44,Burrillville  Town,0.01,0.25,0,0.01,0.51,0.38,0.77,0.28,0.04
28,Columbus City,0.02,0.43,0,0.06,0.62,0.61,0.59,0.17,0.19
12,Temple Terrace City,0.01,0.35,0.03,0.01,0.11,0.12,0.73,0.49,0.09
6,Seaside City,0.05,0.73,0.06,0.04,0.37,0.24,0.4,0.18,0.45
9,Waterbury  Town,0.16,0.31,0.17,0.12,0.58,0.5,0.46,0.31,0.23
25,Waltham City,0.08,0.63,0.09,0.03,0.35,0.37,0.63,0.4,0.19
6,Ontario City,0.2,0.4,0.21,0.16,0.55,0.47,0.35,0.24,0.48
